a,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20603926,FULLY RENOVATED COZY APT IN KOLONAKI,147241614,Marianna,,ΚΟΛΩΝΑΚΙ,37.9797,23.74518,Entire home/apt,35,3,63,12-03-2020,1.21,1,356,0,572431
20606927,Cool apartment 5 min from Akropolis,22846103,Sofia,,ΘΗΣΕΙΟ,37.97579,23.71697,Entire home/apt,80,5,0,,,1,358,0,
20612940,STUDIO VIVA,146787164,Virginia,,ΓΟΥΔΙ,37.98345,23.76539,Private room,40,2,0,,,1,0,0,
20613339,Quiet Apt ideal for 2 near center,113353393,Harry,,ΚΟΛΩΝΑΚΙ,37.97926,23.74778,Entire home/apt,25,2,33,07-12-2021,0.63,25,262,11,1109359
20628113,Large Beautiful 2 Bd Apartment With High Ceilings,147473995,Amalia,,ΝΙΡΒΑΝΑ,38.01341,23.72387,Entire home/apt,40,4,1,07-06-2019,0.03,1,30,0,ΑΜΑ 00000063188
20648276,Heart of Athens | Deluxe Suite with Street View,123153051,Heart Of Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97867,23.7229,Entire home/apt,129,1,0,,,2,333,0,0206Κ12000346101
20652700,Terraced bright penthouse in the Heart of Athens,135471778,Tania,,ΝΕΑ ΚΥΨΕΛΗ,38.00039,23.74456,Entire home/apt,42,3,27,25-11-2021,0.52,3,335,7,316353
20684297,Lovely apartment with Acropolis View,54366996,Soula,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96167,23.73651,Entire home/apt,54,3,73,11-11-2021,1.51,2,82,12,14981
20686418,Dipson's Apt. 1,148043518,Dipsons,,ΓΚΑΖΙ,37.97696,23.70907,Entire home/apt,59,1,2,07-11-2021,0.05,8,0,1,
20692552,Dipson's Apt. 2,148043518,Dipsons,,ΓΚΑΖΙ,37.977,23.70912,Entire home/apt,60,1,0,,,8,0,0,
20693422,Athens City Center Modern Apartment,21396488,Multipath,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98861,23.76558,Entire home/apt,62,1,41,16-10-2021,0.84,7,90,10,1145032
20704187,Dipson's Apt. 3,148043518,Dipsons,,ΓΚΑΖΙ,37.97645,23.70934,Entire home/apt,60,1,0,,,8,0,0,
20704657,Lovely-Bright apt • Hilton Hotel Area,1167063,Dimi David Opsimoulis,,ΠΑΓΚΡΑΤΙ,37.97154,23.74733,Entire home/apt,39,2,0,,,37,0,0,1151288
20705564,Dipson's Apt. 4,148043518,Dipsons,,ΓΚΑΖΙ,37.97662,23.71114,Entire home/apt,60,1,0,,,8,0,0,
20706206,Dipson's Apt. 5,148043518,Dipsons,,ΓΚΑΖΙ,37.97675,23.70936,Entire home/apt,59,1,0,,,8,0,0,
20707116,Dipson's Apt. 6,148043518,Dipsons,,ΓΚΑΖΙ,37.97813,23.71096,Entire home/apt,60,1,2,01-05-2018,0.04,8,0,0,
20707394,Dipson's Apt. with patio 1,148043518,Dipsons,,ΓΚΑΖΙ,37.97645,23.71099,Entire home/apt,60,1,0,,,8,0,0,
20708277,Dipson's Apt. with patio 2,148043518,Dipsons,,ΓΚΑΖΙ,37.97845,23.71075,Entire home/apt,60,1,0,,,8,0,0,
20716921,Beautiful apartment with Amazing city view,1621474,Mint,,ΚΕΡΑΜΕΙΚΟΣ,37.98109,23.71636,Entire home/apt,53,1,133,06-11-2021,2.55,82,355,25,605185
20721188,Colorful Cozy Central apt in Athens,1167063,Dimi David Opsimoulis,,ΠΑΓΚΡΑΤΙ,37.96724,23.74678,Entire home/apt,43,2,24,18-11-2019,0.46,37,0,0,1083445
20726645,Cute apartment,148056351,George And Agnes,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98731,23.74388,Entire home/apt,45,3,137,29-11-2021,2.96,1,353,18,1152784
20727029,Capricorn - Luxurious apartment in Kolonaki,21396488,Multipath,,ΚΟΛΩΝΑΚΙ,37.97849,23.73875,Entire home/apt,115,1,20,30-06-2021,0.43,7,64,3,1094930
20765496,Kolonaki HiEnd 2bdr in TOPlocation (acrosZurbaran),148692721,Maria,,ΚΟΛΩΝΑΚΙ,37.97682,23.74333,Entire home/apt,150,2,10,22-07-2021,0.21,1,348,2,26734
20766863,Lovely & Comfortable Apartment near to the center,149026110,Δωρα,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99468,23.77418,Entire home/apt,34,2,149,30-10-2021,2.86,1,167,25,470134
20806292,Noussas Apartment,149132669,Christina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96355,23.72074,Entire home/apt,50,2,6,07-09-2021,1.06,1,175,6,1093045
20807444,A little gem under Acropolis,149201211,George,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97448,23.73016,Entire home/apt,48,2,175,11-12-2021,3.36,1,351,39,344132
20811466,Hermes apartment near to metro 2,97084137,Hermes,,ΝΙΡΒΑΝΑ,38.0091,23.7248,Entire home/apt,26,30,43,07-10-2019,0.82,1,1,0,157798
20834053,"Central Athens-Top Floor Studio,Unlock the Feeling",119949922,Irene,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98416,23.73924,Entire home/apt,50,7,35,20-10-2019,0.68,1,180,0,67925
20838702,Brand New Quiet Fully Equipped Apartment,60860586,Sidian,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98754,23.74201,Entire home/apt,100,1,1,29-04-2018,0.02,1,0,0,
20841059,100m² homm New Apartment right on Metro sqr - 3rd,29927830,Homm ®,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99947,23.72202,Entire home/apt,33,1,156,29-11-2021,3.01,153,312,25,339199
20843360,"The Loft Monastiraki. Best view-location,Hot-Tub!",15824213,Dreamin Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97822,23.72502,Entire home/apt,139,1,212,26-11-2021,4.08,12,350,42,1134016
20844661,Fresh Appartment,149571722,Martha,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.98804,23.72025,Entire home/apt,75,3,4,11-08-2018,0.08,1,0,0,230781
20847854,One Bedroom Apt with Outdoor Space Next to Museum,89588884,Anna & Emmanuel,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98789,23.72865,Entire home/apt,50,1,70,31-10-2021,1.36,4,340,14,113014
20858946,"Evanthia's one, Cute and Compact Studio Hideaway, City Views",109352608,Evanthia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98465,23.73622,Entire home/apt,45,1,221,21-11-2021,4.38,2,305,35,Reg. No.    00000214963
20868157,Central Athens near Acropolis 2min Metro 3rd RED,39042147,Nestor,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98369,23.72492,Entire home/apt,32,2,203,05-12-2021,3.95,10,286,38,131452
20874390,“Art Base” Comfort & Relaxation in Athens,143890025,Πάνος,,ΣΕΠΟΛΙΑ,38.00406,23.72035,Entire home/apt,40,90,35,27-09-2019,0.83,1,0,0,34
20880570,Parthenon View:Acropolis Neoclassical Apt &Terrace,149947551,Diana,,ΑΚΡΟΠΟΛΗ,37.96937,23.7236,Entire home/apt,200,2,49,14-11-2021,1.08,1,156,11,315983
20892573,Modern apt in Plaka under Acropolis,62810660,Tianchun,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97321,23.72869,Entire home/apt,49,2,141,11-12-2021,2.75,1,263,7,283950
20894273,"Enjoy Acropolis and Lykabetous hill from the upscale ""MnF"" Αpartment",61268253,Maria,,ΒΟΤΑΝΙΚΟΣ,37.98209,23.71101,Entire home/apt,85,2,139,19-11-2021,2.69,1,40,20,367397
20895357,Downtown Cinematic Apt. in Athens,41447659,Yanna,,ΠΑΤΗΣΙΑ,38.0133,23.73505,Entire home/apt,30,2,25,18-10-2021,0.55,1,237,3,481190
20926993,At the Center of Athens .... 5min.Metro st. Attiki,150423226,Maria,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99886,23.72704,Entire home/apt,30,5,5,15-11-2019,0.12,1,250,0,
20938041,PLAKA CENTRAL ATHENS charming house,70768317,Κατερίνα,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9758,23.72396,Entire home/apt,60,1,5,19-07-2018,0.1,1,180,0,
20943890,"The Ideal Studio for two in Koukaki, Athens",150593148,Eftichia,,ΑΚΡΟΠΟΛΗ,37.9623,23.7191,Entire home/apt,66,2,7,11-07-2018,0.14,1,364,0,6650
20947592,ATHENIAN HOME -Mini suite - parking,47815648,Athenian Home,,ΝΙΡΒΑΝΑ,38.01098,23.72108,Entire home/apt,35,1,173,06-12-2021,3.37,6,350,20,361840
20950889,Acropolis At Your Door,150667019,Vasileios,,ΑΚΡΟΠΟΛΗ,37.97232,23.72064,Entire home/apt,85,2,3,27-06-2021,0.06,1,129,1,57262
20953395,Zeus Lycabettus Hill Views from a Dreamy Athenian Penthouse,113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97078,23.74415,Entire home/apt,243,2,118,08-12-2021,2.51,38,203,20,274617
20957277,The Circle Inn - Siddhartha,150729131,The Circle Inn,,ΠΕΤΡΑΛΩΝΑ,37.96952,23.70973,Entire home/apt,60,2,27,01-12-2019,0.52,4,272,0,260003
20964884,Αrt apartment 130 sq m.in heart of Kolonaki.Athens,45086797,George,,ΚΟΛΩΝΑΚΙ,37.97785,23.74042,Entire home/apt,61,1,13,06-04-2021,0.26,1,297,2,366054
20967427,Love room,150838027,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99776,23.7251,Private room,16,1,91,19-12-2021,1.8,4,173,10,321159
20967829,Green village,150838027,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99563,23.72613,Private room,16,1,117,07-12-2021,2.31,4,171,10,321115
20968007,Blue beach,150838027,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99612,23.72452,Private room,16,1,122,06-10-2021,2.41,4,162,10,319682
20968100,Grey Mystery,150838027,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99584,23.72464,Private room,16,1,175,23-11-2021,3.46,4,145,21,321057
20979445,80m2 Apartment for you and your family or friends,147824289,Γιώργος,,ΑΝΩ ΚΥΨΕΛΗ,38.0068,23.75087,Entire home/apt,30,5,3,25-01-2018,0.06,1,0,0,
20981876,Attiki and Victoria Metro station area private apt,150999537,Thomas-Stefanos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99508,23.72511,Entire home/apt,26,7,14,08-09-2019,0.28,1,0,0,251407
20987580,"Hera, Loft, Fourth Floor with Big Terrace Lycabettus View",113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,322,2,114,29-10-2021,2.34,38,141,12,274388
20992531,Tasteful and cozy apartment with Acropolis view!,151108123,Mandy,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95789,23.72502,Entire home/apt,40,2,14,01-09-2021,0.27,2,171,4,12188
21001845,Brand New Apartment in the heart of Athens,748818,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96797,23.72584,Entire home/apt,72,2,10,06-11-2021,0.2,60,346,3,1156393
21002021,Apartment with Parking 4m walk of Kerameikos Metro,94081573,Demetris,,ΒΟΤΑΝΙΚΟΣ,37.97974,23.70749,Entire home/apt,54,1,78,15-09-2021,1.52,7,58,3,493130
21005599,雅典名宿，你的旅游好去处，提供优质服务，并提供所有旅途帮助,151122295,训伟,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97994,23.73207,Entire home/apt,150,1,0,,,1,0,0,
21008779,Think loft,140612425,Homethink,,ΚΟΛΩΝΑΚΙ,37.97741,23.74415,Entire home/apt,150,2,0,,,1,0,0,
21018319,"Poseidon signature aptm, fully equipped, w/balcony",113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,133,2,42,27-08-2021,0.95,38,164,7,274559
21022136,Cosy one-bedroom apartment in the heart of Athens,149556244,Stavroula,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95918,23.73164,Entire home/apt,30,2,212,04-12-2021,4.12,1,157,23,165867
21034746,Elegant apartment 2 minutes from the Acropolis,748818,George,,ΑΚΡΟΠΟΛΗ,37.96958,23.72672,Entire home/apt,72,2,18,28-11-2021,0.58,60,338,14,1156431
21034899,ATHINA_BEST POINT TO STAY,151202062,Ioannis,,ΣΤΑΔΙΟ,37.96938,23.74075,Entire home/apt,42,2,13,26-05-2021,0.26,1,220,1,172262
21038222,Acropolis luxurious design apartment,3137668,Efi,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9675,23.7258,Entire home/apt,75,2,98,06-12-2021,1.9,2,340,22,600100
21039228,The Circle Inn - Cocoon,150729131,The Circle Inn,,ΠΕΤΡΑΛΩΝΑ,37.96954,23.70866,Entire home/apt,60,2,41,04-10-2021,0.8,4,293,1,260003
21042605,Spacious Modern Apt in Athens near Metro,1167063,Dimi David Opsimoulis,,ΙΛΙΣΙΑ,37.97711,23.7536,Entire home/apt,55,2,75,21-11-2021,1.5,37,309,15,1151293
21057863,The architect's Acropolis' apartment in Koukaki !!,4777984,Romanos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96611,23.726086,Entire home/apt,45,2,127,15-12-2021,2.48,17,325,34,1234321
21087996,Down town flat in Athens,149829529,Dimitra,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98351,23.74007,Entire home/apt,58,2,69,18-09-2019,1.34,1,52,0,490230
21090847,Relax in a Modern Flat next to the US Embassy,20104194,Upstreet,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98348,23.75684,Entire home/apt,77,1,72,21-12-2021,1.41,74,0,7,1136232
21103302,"Athena, at Ace location, Modern apt w/balcony, gym",113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,68,2,22,15-11-2021,0.48,38,195,8,274606
21105646,Akropolis Museum Stylish Apartment,76927335,Ilektra,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96707,23.72898,Entire home/apt,115,2,2,29-10-2017,0.04,1,179,0,
21105710,Deluxe Double Room,151495413,Soktatis,,ΣΤΑΔΙΟ,37.96924,23.74043,Private room,136,1,0,,,3,0,0,0206K134K0339701
21106510,Deluxe Family Suites,151495413,Soktatis,,ΣΤΑΔΙΟ,37.96909,23.7402,Private room,8000,1,0,,,3,0,0,
21106674,Spacious apartment by the Acropolis,94180137,Fotis,,ΘΗΣΕΙΟ,37.97857,23.72157,Entire home/apt,44,2,112,27-11-2021,2.17,1,222,13,3657275
21115748,A. A Gift in the Heart of Monastiraki,24336038,Elena,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97796,23.7271,Entire home/apt,57,1,112,04-11-2021,2.24,6,339,17,433533
21117343,The Circle Inn - MoMa,150729131,The Circle Inn,,ΠΕΤΡΑΛΩΝΑ,37.96827,23.71043,Entire home/apt,70,1,12,21-09-2018,0.23,4,293,0,260003
21122597,Homy home,70477329,Catherine,,ΚΟΛΩΝΟΣ,37.98965,23.71461,Entire home/apt,40,2,18,08-10-2018,0.35,1,140,0,
21125322,Fabulous new luxury apartment in center Athens,149858888,Vasiliki,,ΠΑΓΚΡΑΤΙ,37.96898,23.75202,Entire home/apt,35,2,83,06-09-2021,1.61,3,234,12,579222
21130981,Acropolis view Athenian Blue apartment at Syntagma,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9735,23.73504,Entire home/apt,160,1,4,07-11-2021,0.08,9,339,1,
21131931,Acropolis view Athenian Orange apartment@Syntagma,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97512,23.73464,Entire home/apt,186,1,2,12-01-2018,0.04,9,329,0,
21132675,Acropolis view Athenian Yellow apartment @Syntagma,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97321,23.73411,Entire home/apt,140,1,1,14-10-2017,0.02,9,354,0,
21132956,Leonidas loft in the heart of Athens by GHH,47038350,Golden Home Holidays,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97879,23.72934,Entire home/apt,67,2,14,28-11-2021,0.28,49,345,9,278360
21133739,Syntagma square Athenian Green studio,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9732,23.73391,Entire home/apt,130,1,3,05-03-2018,0.06,9,348,0,
21145431,Adelos design apartment in Kolonaki Athens,19267423,Krassy,,ΚΟΛΩΝΑΚΙ,37.97828,23.74484,Entire home/apt,104,2,69,21-11-2021,1.43,2,26,22,759817
21157218,ONE ROM,57163666,Moiz,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98487,23.73999,Private room,15,7,0,,,1,0,0,
21160188,Central Athens near Acropolis 2min Metro 3rd GREEN,39042147,Nestor,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98369,23.72492,Entire home/apt,29,2,153,19-12-2021,2.98,10,345,29,131408
21168927,Studio - extraordinary view of Acropolis !!!,152809434,Elina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97528,23.73123,Entire home/apt,63,2,217,14-11-2021,4.25,1,340,14,83600
21169513,"Quiet, Minimalist Base with Balcony near Metro",112527018,Toni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98283,23.72607,Entire home/apt,55,1,174,15-03-2020,3.42,28,52,0,119264
21172911,A cozy place in privileged neighborhood+metro,128123124,Philip,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98839,23.75672,Entire home/apt,33,3,24,25-07-2019,0.47,1,205,0,382247
21181797,Family Athens house near Acropolis,137045961,Manolis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95581,23.72838,Entire home/apt,40,4,5,25-08-2021,0.1,1,45,2,685070
21185525,Αtmospheric house next to the Metro with parking,51341357,Demi And Spiros,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.0197,23.73024,Entire home/apt,54,3,58,20-10-2021,1.16,3,354,11,252386
21193882,2Bdrm Apt with pool-Athens Center (4th floor),748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98759,23.7208,Private room,207,1,3,01-09-2018,0.07,60,365,0,0206K124K0327001
21194366,3 bdr Apt with pool - Athens Center (4th floor),748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98759,23.7208,Private room,350,1,25,30-10-2021,0.5,60,365,7,0206K124K0327001
21195111,2Bdrm Apt with pool- Athens Center (3rd floor),748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98678,23.72156,Entire home/apt,210,1,5,09-07-2021,0.16,60,259,1,0206K124K0327001
21195850,Suite Acropolis View,151495413,Soktatis,,ΣΤΑΔΙΟ,37.96917,23.74096,Private room,146,1,0,,,3,0,0,
21197231,Saint Sava,23524505,Evangelia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98846,23.75741,Entire home/apt,70,1,0,,,1,362,0,
21207605,apt near Acropolis,64807001,Zeta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96056,23.7301,Entire home/apt,75,4,3,20-01-2018,0.06,1,179,0,
21208130,Single Standard Room,151847096,Acropolis Museum,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96706,23.72944,Private room,58,1,0,,,5,365,0,
21208232,Twin / Double Standard Room,151847096,Acropolis Museum,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96695,23.72916,Private room,68,1,2,10-09-2021,0.04,5,365,1,
21208258,Deluxe Double Room,151847096,Acropolis Museum,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96665,23.72765,Private room,108,1,0,,,5,365,0,
21208277,Triple Room,151847096,Acropolis Museum,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96725,23.72748,Private room,118,1,0,,,5,365,0,
21208314,Family Room,151847096,Acropolis Museum,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96533,23.72908,Private room,178,1,0,,,5,365,0,
21208455,Homey apartment for 4 people in Koukaki,1621474,Mint,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96549,23.72395,Entire home/apt,44,3,48,13-11-2021,0.99,82,355,22,615058
21211058,Central Athens flat,53914280,Amalia,,ΠΑΤΗΣΙΑ,38.01321,23.73192,Entire home/apt,23,7,0,,,1,362,0,
21211199,Spacious apartment near Acropolis with roof garden,113604662,Nikos,,ΑΚΡΟΠΟΛΗ,37.96752,23.71323,Entire home/apt,75,2,0,,,13,347,0,186479
21214039,Vintage apartment at Exarhia - Strefi Hill,153262964,Kostas,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98632,23.74062,Private room,29,1,9,02-10-2018,0.18,1,179,0,
21216455,Super Stylish Apartments in Syntagma Sq. (SSA 5),86924588,Elena,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97483,23.73412,Entire home/apt,62,1,151,21-11-2021,2.96,3,329,23,916860
21222340,"Hephaestus Will Keep You Safe. Ace Location, with Balcony.",113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,73,2,45,12-11-2021,0.98,38,209,18,274526
21223842,"Lux στούντιο-γκαρσονιέρα Κέντρο Αθήνα, Κολωνάκι",153353164,Κωνσταντινοσ,,ΚΟΛΩΝΑΚΙ,37.97762,23.74469,Entire home/apt,35,1,0,,,1,0,0,
21228880,Apartment in Kolonaki 3min from Evangelismos metro,66031611,Manolis,,ΚΟΛΩΝΑΚΙ,37.97743,23.74587,Entire home/apt,58,3,27,02-11-2021,0.53,1,328,5,1219471
21234461,"Hestia, Open Plan Studio, Gym & Laundry building",113548208,Mary,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,68,2,8,02-10-2021,0.24,38,283,6,274480
21248751,The Circle Inn - KonTiki,150729131,The Circle Inn,,ΠΕΤΡΑΛΩΝΑ,37.96727,23.7103,Entire home/apt,70,2,9,19-10-2021,0.18,4,293,1,
21249806,A jeweller's apartment near Acropolis,6452014,Katerina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96701,23.728203,Entire home/apt,50,2,85,10-12-2021,2.01,1,109,2,411280
21253036,Renovated apartment,89650143,Dimitris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99127,23.77168,Entire home/apt,35,3,11,25-07-2021,0.22,1,364,2,201116
21258367,"""Χωριό"" 2,5 χλμ από Ακρόπολη. 5´από μετρό",153720361,Katerina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95433,23.72961,Entire home/apt,25,1,127,22-11-2021,2.5,1,237,13,1263910
21258856,2Bdrm Apt with pool-Athens Center (5th floor),748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98655,23.72125,Private room,226,1,5,17-08-2019,0.1,60,365,0,0206K124K0327001
21259187,Luxury 2Bdrm apartment with pool-Athens Center,748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98759,23.7208,Private room,226,1,0,,,60,365,0,0206K124K0327001
21271310,Central Apartment,153867107,Pavlos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99795,23.73223,Entire home/apt,70,1,52,03-12-2018,1.02,1,90,0,
21287504,Luxury 1Bdrm Apt with pool-Athens Center,748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98759,23.7208,Private room,140,1,1,28-05-2018,0.02,60,365,0,0206K124K0327001
21303850,Elegant & Cosy Flat near the Kallimarmaro Stadium,14372265,Katerina,,ΖΑΠΠΕΙΟ,37.96735,23.73585,Entire home/apt,55,2,0,,,1,362,0,YNK7C-V3TL9-L49PW-7
21304534,Home4U -1,85458162,Ofeliya,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9906,23.72231,Entire home/apt,38,2,13,29-09-2021,0.26,2,360,2,170731
21305172,Μοντέρνο διαμέρισμα,154187716,Vasiliki,,ΑΚΡΟΠΟΛΗ,37.96996,23.7153,Entire home/apt,20,1,6,15-09-2018,0.14,4,0,0,9314336234
21314860,"Downtown artistic retreat, Neapoli, Central Athens",86555161,Angela,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98658,23.7412,Entire home/apt,25,7,26,04-08-2020,0.52,1,213,0,199003
21350396,Acropolis A Class Apartment,154540581,Marina Gatsa,,ΑΚΡΟΠΟΛΗ,37.96822,23.72416,Entire home/apt,67,3,1,06-01-2018,0.02,2,0,0,98963
21352124,Beautiful Large Apartment at the Center,154551400,Christina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98641,23.73008,Entire home/apt,54,4,61,08-12-2021,1.22,1,305,5,477606
21352734,apartments,146584609,Δημητρησ,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01475,23.72867,Entire home/apt,50,5,0,,,1,177,0,
21360480,Athens centre 2 bedroom apt with lovely roof top!,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98006,23.72356,Entire home/apt,66,2,34,05-12-2021,0.71,40,312,19,
21361455,Comfy & Sunny flat w/h balcony@center up to 8ppl!,4777984,Romanos,,ΑΚΡΟΠΟΛΗ,37.96404,23.71798,Entire home/apt,53,2,91,28-10-2021,1.84,17,290,17,239933
21364019,A Sunny apart Pedion Areos -10'centre of ATHENS!!!,151152614,Matina,,ΚΥΨΕΛΗ,37.99617,23.73555,Entire home/apt,29,6,3,20-09-2021,0.75,1,352,3,ΑΜΑ-00000415591
